City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
313,alghero,40.5589,8.3181,13.050000000000011,94,20,2.57,IT,1670184584
314,el alto,-4.2714,-81.2147,23.810000000000002,70,17,5.96,PE,1670184584
315,acarau,-2.8856,-40.12,27.74000000000001,68,12,8.91,BR,1670184075
316,karratha,-20.7377,116.8463,27.720000000000027,49,0,4.96,AU,1670184079
317,timmins,48.4669,-81.3331,-7.099999999999966,73,100,3.09,CA,1670184585
318,tessalit,20.1986,1.0114,25.810000000000002,16,70,4.23,ML,1670184133
319,dumbrava rosie,46.8833,26.4333,0.9399999999999977,96,100,2.72,RO,1670184586
320,port blair,11.6667,92.75,27.110000000000014,78,100,5.39,IN,1670184061
321,baruun-urt,46.6806,113.2792,-21.99999999999997,88,4,3.56,MN,1670184587
322,mantua,45.1667,10.7833,9.580000000000041,91,93,0.89,IT,1670184587
323,mandalgovi,45.7625,106.2708,-16.889999999999986,49,3,2.58,MN,1670184587
324,san carlos de bariloche,-41.1456,-71.3082,18.860000000000014,32,40,11.32,AR,1670184588
325,broome,42.2506,-75.833,4.0,58,20,3.13,US,1670184588
